hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
1,2,71.79,55.09,1,2,1,7.35,84,22.47
20,3,9.18,12.35,0,1,1,2.46,97,6.29
2,2,47.74,44.27,3,2,0,4.85,98,25.81
5,0,94.4,79.08,1,0,2,4.37,49,56.15
5,5,78.24,68.18,3,1,3,4.46,14,60.96
12,0,74.84,59.94,0,3,2,1.66,37,55.25
23,1,17.48,25.9,2,1,2,7.39,133,8.34
0,4,51.43,40.36,3,1,0,2.27,74,25.84
3,4,14.93,1.02,1,3,3,2.17,135,18.1
7,3,79.02,70.54,2,3,3,6.28,27,66.44
2,3,45.1,51.22,2,0,3,6.53,111,43.59
0,2,83.34,60.64,1,2,3,3.86,82,48.33
21,5,31.26,22.32,0,3,2,5.04,21,12.36
5,4,23.62,29.33,2,3,2,6.29,93,15.62
14,5,79.93,57.06,0,1,3,7.08,58,42.0
21,3,11.17,36.49,3,2,0,2.4,74,23.95
17,0,30.59,49.85,2,1,0,5.79,48,24.83
1,4,49.89,27.43,3,2,0,4.46,27,17.51
8,5,5.28,22.54,0,3,2,7.05,69,19.13
1,4,70.05,56.52,0,3,2,4.67,137,45.67
22,1,62.78,63.63,0,3,3,1.91,24,55.86
11,4,90.38,62.09,0,0,2,7.32,120,29.98
23,4,9.16,23.16,3,0,1,7.17,42,11.74
9,0,54.72,61.41,3,2,0,2.09,54,59.59
13,0,83.0,58.16,0,1,0,2.63,73,41.15
1,4,57.66,57.81,2,1,3,2.05,19,57.41
23,0,55.75,63.3,3,0,2,4.42,132,52.92
20,6,43.67,55.82,2,2,2,2.24,70,48.54
12,6,57.83,39.76,0,3,3,6.62,128,31.91
5,2,24.67,30.59,3,2,0,3.68,49,24.98
10,6,77.81,75.03,2,1,0,5.45,101,41.86
10,1,77.03,90.1,3,1,1,4.93,27,74.57
18,3,85.27,61.97,0,3,2,7.17,13,58.21
7,0,87.05,76.93,3,0,2,6.59,42,76.09
15,1,26.37,30.49,1,2,3,6.18,80,33.6
19,5,67.05,75.03,1,0,3,1.59,73,68.67
4,1,25.54,27.4,2,1,3,3.98,141,35.26
18,1,40.21,57.94,2,2,0,5.48,54,36.92
12,2,68.81,60.69,3,2,1,4.13,44,49.52
4,1,35.35,38.09,1,0,3,2.14,110,36.49
0,2,58.64,47.9,0,0,3,2.69,14,39.44
21,3,60.37,63.79,1,2,2,5.42,131,45.39
21,0,27.65,44.13,2,3,3,1.62,56,53.09
1,6,32.43,21.52,1,2,2,4.6,54,15.34
13,2,33.24,16.99,2,1,0,3.87,72,22.28
2,3,24.57,30.78,2,0,3,2.13,41,27.62
1,0,56.64,64.26,2,1,2,6.22,145,37.46
1,3,23.27,27.76,3,1,2,5.41,31,20.14
22,0,91.53,84.13,3,3,1,6.97,149,70.91
12,2,42.58,55.86,3,1,1,5.78,78,41.61
23,6,47.18,38.66,2,1,1,6.6,21,29.62
18,0,81.85,90.09,3,1,2,6.02,50,80.32
17,4,45.36,59.39,2,2,1,3.31,98,55.17
2,5,21.27,12.99,0,3,3,5.22,138,6.16
10,5,17.82,20.18,0,3,0,6.08,66,4.94
13,0,63.26,51.5,1,1,0,5.52,51,28.61
14,4,42.09,42.74,1,2,2,2.28,109,40.62
3,6,80.92,73.85,3,3,1,5.83,58,64.23
0,2,8.02,0.0,3,0,1,7.4,136,3.34
14,5,22.54,35.22,2,1,3,4.37,18,31.37
2,4,79.76,76.9,3,1,1,5.68,116,47.97
22,6,59.9,75.35,3,3,3,2.64,84,67.66
7,6,70.81,68.15,1,3,2,3.16,74,64.93
22,1,36.06,55.93,3,1,2,6.45,39,45.16
9,6,23.46,43.79,2,2,1,3.22,15,29.19
10,3,49.22,42.55,0,2,2,4.25,115,41.24
18,2,5.84,34.76,3,0,0,2.28,140,22.78
21,0,93.48,93.4,3,1,3,5.0,90,91.79
4,6,15.6,29.33,3,1,2,4.67,141,18.64
10,0,84.47,66.08,1,0,0,5.23,65,41.21
2,5,17.95,10.54,0,1,1,3.41,100,0.0
16,6,26.07,21.08,2,0,0,4.44,13,28.68
16,1,44.02,31.26,0,1,0,2.18,134,37.99
3,0,39.12,43.89,2,1,3,6.74,106,30.45
21,3,91.02,92.05,2,1,0,4.16,56,61.62
23,6,50.77,63.24,3,3,3,2.33,37,67.41
21,1,22.77,40.5,3,3,0,5.2,59,23.73
19,4,87.28,77.29,0,3,1,6.14,67,57.25
17,1,73.16,72.64,0,1,3,4.65,146,70.28
6,2,65.8,68.5,2,2,2,6.3,100,52.54
23,3,9.1,10.38,2,1,0,2.21,57,16.09
7,3,18.28,21.15,3,2,1,7.16,55,21.94
12,4,84.93,96.71,3,0,2,2.29,74,68.79
16,0,6.97,4.03,0,3,0,4.39,126,0.0
18,0,31.56,56.47,1,2,3,5.78,55,52.68
7,1,32.22,40.48,3,3,0,4.87,100,51.12
10,2,92.08,80.15,0,3,3,3.9,40,73.45
11,5,21.56,9.45,0,1,1,6.84,15,0.0
8,2,32.95,30.94,1,1,1,2.27,71,28.85
7,5,67.93,43.33,0,1,0,5.99,33,26.77
21,1,26.4,35.77,0,0,3,2.55,116,28.97
5,0,28.1,38.27,2,1,3,2.13,97,35.01
10,5,92.73,88.48,3,2,3,2.5,114,90.4
3,3,69.56,64.53,1,0,2,5.63,90,40.26
17,1,14.77,22.08,1,0,0,1.79,16,15.52
19,4,73.0,80.67,2,0,3,5.01,131,74.4
11,4,10.94,20.86,2,1,3,5.45,56,22.7
1,2,13.44,24.45,3,0,1,4.98,121,15.05
2,5,64.46,54.26,0,0,3,3.27,123,31.42
6,6,41.97,51.13,1,0,3,2.53,76,45.0
3,6,92.76,66.76,2,1,3,3.85,127,48.59
5,2,65.08,54.85,2,2,0,7.39,59,24.13
12,1,18.87,38.48,1,0,2,3.05,56,22.99
14,2,43.41,47.58,1,1,3,5.15,36,38.63
16,1,62.38,69.75,2,3,0,2.45,122,51.75
22,3,57.3,30.89,0,1,0,2.11,57,29.16
17,1,83.56,77.62,1,1,2,4.28,111,69.85
11,6,81.6,85.24,3,0,3,5.19,60,73.97
8,2,63.62,76.76,3,3,0,3.21,59,66.61
20,3,44.61,45.43,2,3,1,7.02,33,47.94
0,1,37.3,25.76,2,1,1,7.02,85,16.7
17,1,39.66,37.21,0,0,3,2.03,73,37.03
12,4,87.64,66.97,0,1,2,6.38,34,41.89
11,2,19.16,36.29,3,1,1,2.41,101,23.97
4,3,58.88,68.36,3,2,3,3.73,14,60.16
6,6,40.85,31.97,0,1,2,5.86,73,21.5
7,0,67.71,54.43,1,2,1,3.88,41,56.9
0,1,17.69,37.31,1,2,3,5.95,25,14.7
13,1,91.68,71.72,0,0,0,5.1,91,46.15
13,1,86.39,70.18,1,2,1,6.81,10,42.58
9,1,36.17,52.51,2,2,3,2.18,119,56.29
21,0,24.27,50.21,3,0,3,7.03,51,38.75
11,5,22.86,12.55,1,0,0,6.44,138,0.0
1,4,80.1,55.43,0,1,2,5.56,28,47.71
1,0,18.39,7.16,1,1,0,6.05,135,0.0
8,5,30.21,33.62,3,3,1,5.37,112,46.8
4,0,55.61,23.5,0,3,0,1.54,16,17.27
20,1,76.42,56.93,0,0,1,2.66,54,45.38
20,4,77.69,74.03,3,1,0,4.4,131,52.11
23,5,71.68,63.79,3,3,1,2.79,44,48.87
12,0,59.86,51.5,0,3,2,3.53,24,42.75
11,0,38.55,41.3,2,1,0,2.17,109,32.4
21,4,52.71,56.56,0,0,3,4.78,21,21.09
15,5,63.18,46.96,0,2,0,4.05,89,23.97
20,1,19.75,32.49,1,3,2,5.81,53,26.34
4,4,79.33,66.06,2,0,1,2.54,57,35.32
4,4,60.22,47.62,0,1,3,2.44,51,36.38
1,0,16.42,11.92,2,3,0,2.2,41,9.42
9,2,78.68,70.83,2,3,2,6.9,129,67.17
18,0,54.67,66.07,3,2,0,5.72,36,40.97
12,0,57.25,42.26,1,3,0,6.76,64,28.39
13,1,6.53,10.28,1,1,2,2.55,13,16.44
2,4,43.51,34.11,1,0,1,3.27,51,25.79
3,4,37.79,18.95,0,1,0,5.98,81,0.53
2,0,9.53,24.38,0,0,3,3.18,85,4.04
8,6,15.09,31.3,3,1,1,3.53,127,19.07
20,5,87.24,86.4,3,2,1,3.99,142,50.21
17,0,42.98,53.08,1,3,1,4.35,97,45.82
19,6,38.03,42.2,3,1,0,2.34,49,29.89
7,6,65.61,69.5,1,2,2,7.14,61,52.72
9,1,76.13,53.16,0,1,0,5.14,126,40.24
23,3,42.65,40.86,1,0,2,6.89,87,24.6
16,3,91.4,91.77,3,2,2,5.12,112,94.4
16,4,16.82,47.11,3,2,3,2.35,142,56.96
12,5,45.04,46.18,3,1,3,7.39,76,58.71
2,4,84.75,92.98,3,0,3,5.99,111,68.63
17,2,56.43,59.09,0,1,2,6.63,115,29.62
8,2,68.88,44.45,1,1,0,5.59,126,28.36
7,4,9.28,42.94,3,1,3,1.63,80,41.29
17,1,86.52,91.89,1,2,2,7.23,82,62.75
11,0,6.66,17.38,2,1,1,1.84,108,33.5
4,3,75.12,68.87,3,3,2,1.84,73,55.04
21,2,27.33,24.47,1,3,0,3.66,59,17.7
9,5,33.77,26.15,1,0,0,3.55,43,16.36
19,2,30.83,41.89,1,3,1,4.67,76,40.83
9,6,8.7,19.31,2,3,2,5.17,82,21.12
7,4,74.31,72.21,2,1,2,6.44,39,61.95
19,5,16.2,27.02,1,1,2,7.4,66,22.32
21,4,50.62,53.57,0,2,1,6.22,54,21.34
7,6,90.39,73.57,1,2,0,7.01,111,48.14
9,4,56.47,64.06,1,2,3,7.22,149,44.15
13,6,42.22,46.62,3,2,3,5.28,27,48.54
16,6,36.92,43.14,2,1,1,3.25,94,38.41
12,5,16.65,17.7,0,2,3,2.46,36,27.34
17,6,51.04,37.26,0,2,1,1.96,98,38.6
19,0,57.63,66.51,0,0,3,5.4,32,51.89
9,0,7.11,19.79,3,1,0,7.04,55,13.53
20,4,24.47,36.77,0,0,3,5.74,146,19.91
19,4,31.02,43.94,0,1,3,4.98,96,40.47
23,0,70.69,48.8,1,0,1,6.87,51,22.03
11,2,36.34,25.71,0,2,2,5.52,46,13.78
20,4,45.05,43.37,1,2,2,4.37,74,35.45
23,2,35.37,46.52,3,0,2,6.45,62,39.41
22,6,66.94,60.14,2,2,1,6.15,142,42.66
22,5,30.11,21.03,0,1,1,7.07,148,0.59
9,1,86.41,94.1,2,0,2,6.35,36,70.88
21,3,7.28,26.0,3,1,2,3.45,117,27.0
10,3,59.15,49.82,1,2,0,7.16,123,33.93
21,3,82.53,84.18,2,2,1,4.5,70,55.15
19,4,58.25,75.99,1,2,2,1.68,49,67.95
3,1,93.26,70.43,1,2,0,5.76,88,42.1
3,2,72.38,61.36,2,2,1,4.19,16,39.77
15,5,56.43,64.44,1,2,3,4.49,53,45.72
5,1,5.72,25.83,3,2,3,6.23,101,39.81
17,6,37.47,47.59,3,3,2,4.94,109,60.31
18,0,12.24,39.61,2,2,2,3.73,10,48.37
12,4,86.64,85.52,3,1,1,2.62,51,81.19
18,4,82.57,68.87,0,1,1,5.32,23,49.63
12,5,32.41,32.96,2,2,1,5.1,128,32.45
13,4,51.24,50.41,3,1,2,1.62,69,54.38
4,0,16.3,29.82,3,0,1,3.53,143,24.51
14,2,43.87,44.64,3,0,3,6.2,77,42.85
3,2,78.85,68.62,3,3,3,6.96,104,51.73
14,1,77.94,53.01,0,1,3,5.58,58,42.67
18,3,7.03,30.9,3,3,0,6.21,38,34.28
18,2,13.63,51.54,3,0,2,4.22,149,44.23
3,5,41.98,39.72,2,0,2,2.86,71,33.61
18,1,41.72,59.79,2,0,2,3.87,26,38.27
17,0,35.27,31.87,0,3,2,3.6,50,32.03
3,2,33.9,38.38,0,0,2,5.81,18,13.53
1,1,49.35,35.53,0,3,2,4.51,61,14.83
15,6,80.12,85.03,2,1,3,5.62,39,72.63
9,6,39.22,56.34,1,3,1,6.09,32,41.14
11,3,25.65,9.55,0,1,0,4.05,90,3.53
0,1,82.57,42.38,0,1,0,2.17,95,19.86
5,5,84.43,85.31,3,1,1,6.52,144,68.57
15,5,94.46,82.82,2,0,2,6.69,55,56.03
15,4,20.39,38.96,3,0,2,3.28,33,39.16
7,2,59.5,50.53,0,1,2,4.0,33,47.66
8,4,19.64,50.46,3,3,3,5.02,46,54.82
11,6,86.43,69.23,1,2,3,1.84,142,66.43
8,1,47.38,51.45,0,3,1,3.43,83,45.6
6,0,90.56,78.93,0,0,3,6.67,14,52.24
7,2,52.59,51.09,0,1,3,4.14,66,36.04
12,5,57.5,53.04,1,1,2,5.83,150,30.29
13,3,80.69,70.09,0,3,3,2.83,73,60.91
15,6,9.3,20.88,1,0,1,7.46,24,7.22
5,2,6.83,14.08,3,0,1,6.61,28,6.43
4,4,62.98,58.85,2,1,2,5.1,72,44.58
7,4,56.55,67.52,1,1,3,7.06,55,59.56
18,2,57.84,57.38,0,1,1,7.03,78,47.51
20,5,24.07,26.05,0,2,3,5.33,99,25.35
18,6,86.19,85.16,3,0,1,6.17,114,66.73
9,5,57.11,39.42,1,2,0,6.74,101,36.57
22,5,41.27,35.89,1,0,1,6.24,138,15.22
13,4,79.07,70.26,1,3,3,6.02,43,51.57
9,4,44.31,48.47,0,1,2,4.59,64,33.16
14,4,45.03,40.52,2,0,0,5.25,33,33.76
20,1,54.83,37.29,1,0,1,4.25,109,26.27
10,6,29.14,35.03,2,2,2,3.95,43,36.76
2,5,82.31,37.21,0,3,0,4.35,13,19.79
7,3,36.25,47.15,1,1,3,2.89,125,47.62
23,6,49.01,48.02,2,3,1,1.71,13,36.39
11,3,89.85,77.47,0,1,3,4.74,43,63.79
5,4,63.64,32.44,0,2,1,5.12,57,16.95
21,2,46.97,36.36,1,3,0,6.34,78,15.42
8,2,13.26,39.44,3,1,1,5.88,64,28.11
7,6,36.57,35.7,1,2,3,3.54,12,43.78
2,6,89.77,60.57,0,2,1,5.04,64,31.42
22,2,58.07,52.49,1,2,1,2.76,133,38.77
20,0,19.58,30.66,2,2,3,2.69,69,50.51
9,1,11.42,43.01,3,3,3,4.49,52,56.68
11,2,62.06,68.88,1,2,3,6.71,97,34.04
6,4,15.97,9.84,2,1,1,4.75,122,11.71
23,6,87.08,59.75,1,2,0,1.68,40,40.88
22,1,72.8,61.51,0,2,1,6.84,111,26.88
3,4,79.66,76.76,3,1,1,3.63,63,55.26
5,3,81.44,58.14,3,3,1,3.29,30,56.36
21,0,62.1,47.49,0,2,0,6.27,56,18.55
5,6,61.63,42.76,2,3,0,5.98,82,30.51
8,3,69.34,85.57,3,1,3,2.13,149,83.42
19,1,27.94,43.31,3,2,0,5.12,127,48.67
5,6,91.56,66.85,1,1,1,5.56,33,43.14
20,0,28.13,50.72,3,2,3,6.98,74,34.66
15,6,60.29,54.03,2,2,0,4.83,17,37.38
4,1,19.49,29.94,2,3,1,3.49,79,20.1
0,2,44.07,35.6,0,0,3,3.67,36,21.12
4,3,23.47,14.79,0,0,2,3.4,24,4.56
12,1,73.44,70.1,2,3,1,2.02,112,61.46
23,2,43.22,50.09,1,0,0,3.27,140,21.92
11,1,40.04,48.58,2,2,3,3.03,33,38.71
3,1,31.35,43.83,3,3,2,5.99,127,26.8
1,1,47.74,34.52,1,1,0,6.68,93,8.19
4,0,57.15,55.34,2,3,2,6.88,76,40.23
10,1,78.77,71.6,3,1,1,3.44,105,72.94
10,2,94.23,70.74,0,0,0,4.14,43,51.95
7,2,8.63,26.87,2,0,0,2.66,49,21.36
14,6,62.0,63.07,3,1,1,7.49,107,43.36
5,5,23.69,44.7,3,3,2,5.61,126,25.31
6,4,8.95,16.83,0,3,3,6.59,39,10.21
22,3,36.7,29.86,0,1,3,7.06,143,25.19
12,4,75.6,66.81,0,3,2,4.28,120,41.22
14,1,73.72,63.07,2,1,2,4.72,46,65.1
13,5,23.83,31.7,0,3,3,4.07,108,24.01
3,5,14.5,15.97,2,2,1,7.1,58,1.42
13,3,84.49,65.21,2,1,0,5.63,65,37.14
18,3,44.16,52.79,1,1,2,2.31,87,52.08
1,6,38.67,24.87,2,3,1,5.21,21,17.28
8,1,5.13,19.82,0,0,0,2.09,57,10.39
6,4,7.16,4.91,0,0,2,3.07,15,8.63
14,4,46.14,39.56,0,1,1,6.64,133,17.67
21,3,34.56,49.64,3,0,3,5.46,11,54.7
9,0,69.51,76.54,3,3,2,6.8,149,61.3
1,0,44.47,18.35,0,2,1,2.17,126,14.62
15,0,41.78,40.5,0,2,3,7.09,76,20.8
7,3,49.41,41.65,0,2,1,4.06,71,26.06
16,5,13.95,31.56,0,3,3,3.33,107,32.42
3,4,13.72,17.99,1,2,1,7.42,68,2.91
6,2,37.05,38.86,0,2,3,2.12,17,46.52
9,4,6.65,13.01,2,2,1,1.72,54,10.26
19,4,6.26,11.7,1,2,1,2.86,106,10.24
13,3,67.55,39.78,0,3,0,6.41,144,26.71
14,3,19.42,20.63,0,1,1,5.35,35,6.94
16,4,31.29,54.37,2,2,3,6.72,142,54.85
14,6,63.17,42.31,0,3,1,5.77,68,20.87
21,2,72.15,67.95,3,2,0,7.3,17,52.95
5,0,69.74,38.91,0,1,0,6.86,150,17.01
15,6,94.78,89.8,3,0,2,4.61,128,55.82
6,6,89.21,75.48,2,3,1,6.32,37,46.66
13,6,18.21,31.13,3,3,0,6.4,34,16.87
9,4,86.48,82.88,3,2,0,2.26,124,77.33
22,3,72.16,66.2,1,1,2,5.73,86,49.28
0,6,30.85,25.03,3,1,2,4.34,19,32.88
13,3,59.92,42.11,1,0,0,2.16,127,27.93
1,1,83.18,58.07,0,0,2,4.08,128,33.98
8,3,44.07,25.74,0,2,0,1.61,67,25.86
15,2,38.58,51.48,2,1,3,4.29,22,47.59
5,0,87.97,90.91,1,0,3,1.54,54,64.42
7,0,21.54,34.89,2,2,1,6.35,11,27.76
16,0,55.98,76.59,3,1,3,2.69,15,81.74
17,6,49.41,59.39,0,2,3,2.95,23,48.16
15,5,87.6,80.17,1,2,2,6.83,19,61.59
1,2,12.21,29.4,3,0,1,4.11,111,23.31
8,1,90.29,96.04,2,3,3,3.34,98,81.86
17,1,35.07,54.85,3,3,2,1.9,59,59.43
20,1,38.12,32.15,0,0,1,5.14,112,26.38
5,3,92.12,62.25,1,1,0,6.14,31,25.23
9,4,72.88,66.58,0,1,3,1.68,126,63.25
20,6,66.56,74.44,3,2,0,6.89,115,48.47
2,5,64.6,39.32,0,2,0,2.58,101,18.98
21,3,9.37,27.65,2,0,2,4.63,102,30.31
9,1,45.75,57.29,2,1,3,1.89,149,47.41
16,0,8.24,27.51,1,0,0,5.98,22,7.35
10,1,90.94,91.81,2,0,2,6.67,118,63.55
9,2,70.11,58.2,0,1,3,2.84,91,61.16
9,1,47.13,67.16,1,3,3,5.58,79,56.37
0,4,8.27,4.33,2,0,1,5.42,76,0.0
21,4,42.58,33.49,3,3,0,7.18,130,19.59
18,3,6.22,16.42,1,3,0,5.01,134,14.65
22,4,18.74,21.01,0,0,2,4.32,39,12.34
13,1,6.05,22.94,1,2,3,2.57,132,28.78
23,2,14.15,27.25,3,3,1,2.53,130,40.82
1,2,21.66,32.62,2,3,3,2.49,70,30.84
8,2,66.15,62.14,1,0,0,1.63,47,46.39
13,2,16.25,33.47,2,2,0,4.9,88,21.11
11,6,31.96,57.97,3,0,2,6.65,130,35.56
0,0,50.84,35.79,3,1,1,6.52,66,23.86
2,3,69.96,57.22,3,3,2,3.1,118,49.1
10,4,37.26,56.66,1,1,2,4.37,39,39.79
19,0,72.17,67.78,1,2,2,6.69,134,54.06
14,5,80.54,83.5,1,2,3,2.48,110,59.14
6,2,84.13,79.63,2,3,2,4.25,73,53.02
19,1,72.16,58.65,0,3,0,3.98,105,60.11
21,6,42.96,45.51,2,1,2,7.11,43,29.27
6,5,90.62,92.35,3,2,3,5.36,22,78.31
22,2,18.91,28.86,1,2,2,6.0,10,28.34
5,2,79.47,67.09,2,3,3,6.94,124,48.82
13,0,89.45,79.38,2,1,0,3.19,109,52.11
7,1,46.42,31.5,0,1,0,2.01,138,28.57
17,0,41.24,44.08,3,3,0,6.7,147,35.29
1,4,69.47,47.73,0,2,2,5.16,67,36.61
1,1,27.13,23.17,1,1,1,5.4,37,15.25
22,1,80.54,89.78,1,0,3,3.65,54,63.9
4,2,14.43,24.57,0,0,3,6.51,39,3.96
21,2,15.88,9.17,0,1,0,6.65,40,0.0
16,5,45.22,47.96,1,2,2,5.57,148,30.86
14,5,85.37,70.1,1,0,2,3.93,121,55.64
17,5,11.69,22.96,1,3,3,2.86,64,29.51
1,3,94.32,72.66,2,1,3,6.56,37,62.2
1,4,8.35,0.0,0,0,0,2.03,120,0.0
2,6,86.69,70.22,1,1,2,4.58,130,40.54
0,2,38.8,39.6,2,3,0,4.25,131,28.29
22,1,57.05,47.86,1,1,2,1.68,57,44.37
10,1,56.85,54.14,3,2,0,2.55,50,62.7
2,1,48.88,34.2,2,0,1,5.38,38,18.63
7,0,62.86,57.15,0,3,1,6.05,44,38.06
3,3,91.89,86.43,3,2,2,5.04,150,64.05
21,1,81.19,65.4,3,3,1,6.26,52,56.31
18,5,85.34,84.81,2,2,0,2.56,130,61.42
0,4,7.99,11.3,2,3,0,1.53,41,14.24
7,5,61.68,54.4,2,3,0,2.7,59,52.7
15,2,84.09,90.43,2,2,3,2.18,67,85.03
9,1,59.18,63.46,3,2,0,3.92,42,59.96
5,4,59.55,69.67,2,1,3,3.22,73,53.98
9,1,36.26,55.48,3,2,1,7.34,106,37.74
10,0,18.71,21.03,0,0,1,2.05,90,21.62
16,2,32.97,48.19,1,3,2,1.63,95,48.02
13,2,42.48,38.84,0,0,1,6.67,109,7.97
11,2,33.41,37.8,3,0,0,2.52,126,28.33
14,6,94.07,76.27,2,0,2,2.18,145,64.51
19,1,71.13,73.14,2,2,1,1.59,96,74.52
2,6,62.27,59.71,2,0,3,6.47,13,44.44
11,1,76.47,66.73,2,1,2,3.48,67,59.82
18,6,39.8,61.07,2,1,2,2.14,57,52.08
6,5,48.57,42.0,3,2,1,5.72,69,39.96
20,6,71.62,56.99,1,0,1,5.45,49,31.3
4,2,23.82,32.55,3,1,2,3.88,53,36.28
0,4,49.78,29.39,0,0,1,1.99,104,16.47
18,6,61.02,69.79,1,0,3,3.39,41,59.53
18,2,86.8,80.45,1,0,1,5.7,90,57.81
5,3,56.89,32.95,0,1,0,5.64,59,0.0
23,6,29.49,22.64,2,1,1,5.33,112,30.59
14,0,31.36,39.2,2,1,3,2.94,106,43.86
0,4,39.25,46.38,2,0,3,3.57,148,41.04
14,5,70.6,88.23,3,1,3,5.75,150,59.58
8,0,29.4,14.05,0,1,1,6.39,134,11.75
23,1,75.68,52.56,0,0,0,6.53,133,22.25
6,6,29.04,42.69,3,2,2,4.23,55,41.01
2,2,50.25,37.92,1,0,1,6.75,39,29.5
21,3,65.68,56.08,1,2,1,6.53,18,51.13
4,3,18.41,18.47,0,3,2,7.32,121,4.64
7,1,32.73,30.56,0,1,2,1.98,150,29.96
15,0,39.92,40.45,1,0,2,3.41,28,28.22
7,2,68.4,54.73,0,3,1,5.38,12,50.33
7,6,46.78,49.95,3,1,1,5.49,134,43.55
11,5,45.12,43.42,2,0,0,4.26,150,19.71
3,1,50.29,37.45,0,1,1,2.13,47,28.3
13,0,56.91,41.45,0,2,1,6.69,18,17.45
21,4,13.46,37.72,3,2,3,3.89,78,44.82
23,4,91.82,80.62,2,1,1,2.55,75,66.25
17,1,27.88,38.68,2,1,1,2.08,30,46.45
14,3,7.78,22.53,1,0,3,5.22,97,27.59
5,4,60.69,56.83,1,1,1,3.2,80,35.09
20,2,6.28,18.43,1,1,3,5.86,51,23.55
2,5,40.3,37.98,3,1,2,2.48,145,29.93
17,5,23.23,48.72,3,3,1,3.0,121,43.65
20,1,14.0,42.36,3,0,2,3.88,132,21.3
11,0,46.83,46.76,0,0,2,3.82,77,33.85
13,2,39.52,55.48,3,2,3,3.92,64,51.8
19,3,44.02,52.06,0,0,3,4.57,55,50.13
22,3,87.49,85.06,2,1,2,5.5,23,68.86
0,3,87.65,74.52,3,0,0,2.87,135,65.29
12,0,58.55,49.66,1,2,1,3.11,96,37.81
9,3,52.66,51.22,0,0,1,7.5,76,32.1
5,4,54.49,51.1,3,0,0,5.36,112,32.93
20,5,48.83,56.68,2,0,2,2.44,39,45.82
3,6,26.94,3.17,2,1,0,4.64,137,5.57
8,2,16.22,34.35,3,2,0,3.45,137,34.09
10,5,45.32,53.53,3,1,2,6.27,116,44.04
5,0,64.92,36.32,0,0,0,1.65,30,20.46
16,3,15.42,9.08,0,3,0,6.5,135,0.0
15,2,10.39,5.36,1,2,1,2.99,53,13.36
0,1,24.39,32.47,2,3,3,3.16,114,45.75
3,2,12.7,25.8,2,0,0,4.18,60,6.13
9,0,10.68,42.54,3,0,3,5.93,62,45.58
21,2,50.57,63.25,3,0,1,4.66,85,56.27
9,6,84.45,70.53,0,2,3,3.86,147,56.41
10,0,93.35,78.64,0,1,0,6.24,79,47.34
16,5,15.57,25.62,1,0,2,5.79,49,25.23
18,3,46.69,72.05,3,1,3,4.42,148,66.73
4,5,30.63,17.42,0,1,1,5.98,76,0.0
16,3,34.05,38.22,2,2,0,6.14,97,33.24
21,3,93.11,80.48,0,0,2,5.43,97,45.1
21,1,53.92,52.7,1,1,2,3.21,126,50.35
7,0,59.49,44.07,1,1,0,7.1,95,18.84
18,4,47.12,68.46,2,0,3,5.77,25,51.3
19,4,73.93,73.93,2,0,1,1.59,106,63.85
3,3,30.76,30.14,2,1,2,5.61,61,16.35
19,3,32.54,44.43,2,0,1,5.58,90,31.19
22,0,23.39,1.33,0,2,1,6.28,36,0.0
21,0,38.92,46.44,2,2,2,2.68,28,33.58
20,5,53.59,26.69,0,3,0,2.57,68,9.12
6,2,68.17,68.65,1,1,3,5.67,124,59.25
11,2,15.22,15.3,0,3,2,4.14,136,17.07
20,4,57.75,70.18,2,2,3,4.71,108,62.5
2,4,11.43,9.24,2,3,1,7.4,41,0.0
5,0,22.68,37.03,1,3,3,4.1,30,24.59
4,3,5.59,13.57,1,3,2,2.32,41,22.11
9,1,27.96,32.54,1,1,3,2.78,102,38.09
2,3,48.99,34.8,1,1,0,7.41,116,12.74
4,1,43.64,61.62,3,0,3,1.67,42,48.54
23,4,67.27,64.63,0,1,3,6.76,27,48.94
11,5,18.2,8.87,1,1,1,3.23,82,2.04
19,2,65.23,71.68,3,1,1,6.18,95,64.83
1,2,8.85,25.55,3,1,2,4.42,74,24.55
1,2,24.83,20.61,0,1,1,4.72,128,0.0
22,4,75.84,78.31,3,1,3,1.76,35,89.65
23,1,63.32,66.46,2,1,2,5.18,120,43.62
0,2,85.96,84.49,3,0,3,5.73,67,66.0
5,4,38.98,43.71,1,0,3,3.43,58,29.69
11,2,64.87,69.29,2,2,1,2.74,52,55.05
15,3,58.85,57.8,2,1,1,5.7,70,38.97
20,0,35.56,58.53,3,0,3,2.87,114,51.69
0,5,81.52,59.07,1,3,3,5.62,139,52.07
3,3,68.75,51.53,2,1,1,4.21,17,41.97
0,0,77.06,75.88,3,2,3,4.58,104,72.18
14,6,35.18,23.99,1,0,1,1.7,54,16.43
12,2,77.45,56.04,1,0,1,3.95,84,38.76
12,5,21.92,28.97,1,2,3,2.86,13,34.07
4,4,61.24,50.87,2,2,0,1.58,24,46.2
18,4,10.36,38.41,3,3,3,4.53,99,47.41
21,2,80.25,76.95,0,3,2,1.66,22,49.08
16,5,62.85,72.86,1,2,3,3.31,139,53.23
23,6,26.93,16.97,1,3,1,2.11,104,10.04
19,0,81.24,85.9,3,0,2,5.53,85,76.63
2,6,71.45,45.81,1,3,0,2.01,134,16.12
19,5,8.22,16.12,3,0,0,6.42,140,9.93
