hour,day_of_week,parking_location,previous_occupancy,traffic_level,weather,event_level,parking_price,available_spaces,occupancy_percentage
13,0,2,5.1,2,1,2,5.0,33,9.29
3,4,2,82.95,1,0,2,5.0,6,55.89
10,0,0,43.65,1,3,3,4.5,23,49.36
2,5,2,49.29,2,0,1,5.0,18,28.09
12,5,0,12.52,1,0,2,4.5,35,9.01
0,6,1,80.34,0,0,2,3.2,11,48.57
17,1,1,20.33,2,3,3,3.2,44,43.62
1,1,2,41.96,2,1,3,5.0,20,58.38
4,2,1,80.62,0,1,2,3.2,11,54.7
4,5,2,46.2,1,3,1,5.0,19,39.4
19,1,1,88.8,0,0,2,3.2,6,56.48
1,6,2,23.84,2,0,2,5.0,27,16.08
10,1,2,69.37,0,0,3,5.0,11,59.09
14,0,2,93.02,0,2,0,5.0,2,61.05
12,1,1,54.47,1,3,3,3.2,25,45.5
16,5,1,67.3,1,2,3,3.2,18,65.31
19,4,2,40.39,3,3,0,5.0,21,41.28
9,2,2,72.62,0,3,1,5.0,10,48.93
19,4,2,86.8,3,1,0,5.0,5,73.3
7,4,1,68.28,1,0,2,3.2,17,53.66
23,3,2,89.23,1,0,0,5.0,4,41.77
12,3,2,57.98,0,3,1,5.0,15,28.62
17,0,2,56.94,1,2,0,5.0,15,33.2
21,1,0,32.42,1,3,0,4.5,27,20.45
19,3,1,68.87,2,2,1,3.2,17,67.02
20,0,2,84.38,3,3,1,5.0,5,73.86
12,3,2,63.17,2,3,2,5.0,13,51.73
1,0,2,25.97,0,3,0,5.0,26,18.2
11,5,0,53.97,1,3,1,4.5,18,37.26
4,0,0,73.03,2,0,3,4.5,11,58.39
21,0,2,89.54,2,2,3,5.0,4,75.33
5,4,2,19.09,2,3,1,5.0,28,21.75
5,1,0,16.47,2,1,0,4.5,33,11.25
5,2,1,42.16,2,3,3,3.2,32,59.65
15,2,2,16.31,3,1,2,5.0,29,38.31
13,1,0,93.24,2,0,1,4.5,3,57.88
22,5,2,43.19,2,2,2,5.0,20,43.58
9,4,0,53.02,1,0,0,4.5,19,25.28
6,1,0,25.44,1,1,1,4.5,30,19.27
1,4,2,45.42,2,3,1,5.0,19,36.22
0,4,1,93.62,3,0,2,3.2,4,80.25
8,3,1,48.98,3,0,0,3.2,28,63.49
22,4,2,5.79,2,3,1,5.0,33,14.31
12,6,0,26.83,3,3,3,4.5,29,57.31
21,3,1,93.06,0,1,0,3.2,4,51.75
2,2,1,94.02,1,1,0,3.2,3,50.95
2,3,2,23.94,0,3,3,5.0,27,22.66
20,5,0,60.37,2,2,3,4.5,16,65.98
2,4,1,11.92,3,3,1,3.2,48,29.35
1,0,1,56.97,0,0,0,3.2,24,21.16
9,3,1,16.33,0,2,2,3.2,46,21.34
22,5,2,78.68,1,2,1,5.0,7,52.52
16,1,1,89.56,3,0,2,3.2,6,83.59
2,6,2,20.57,0,2,0,5.0,28,6.03
20,5,2,46.64,3,0,3,5.0,19,60.52
20,5,2,14.18,0,3,2,5.0,30,6.43
19,0,2,35.52,1,2,2,5.0,23,46.65
21,4,1,10.86,2,0,2,3.2,49,18.75
5,3,0,28.81,2,2,0,4.5,28,16.49
23,4,2,94.12,3,0,3,5.0,2,87.46
7,5,1,9.01,0,3,1,3.2,50,2.79
19,2,0,82.31,0,0,1,4.5,7,36.73
13,3,0,11.97,1,2,3,4.5,35,21.23
18,4,0,52.61,2,0,0,4.5,19,38.83
15,5,2,45.69,1,0,0,5.0,19,12.73
15,5,0,88.84,2,3,3,4.5,4,60.62
14,2,2,22.91,1,1,1,5.0,27,29.45
18,6,1,21.17,3,0,2,3.2,43,41.36
17,0,0,72.38,0,2,2,4.5,11,54.61
3,3,1,70.31,2,0,3,3.2,16,74.52
19,4,2,67.93,2,2,2,5.0,11,74.17
12,0,2,7.35,0,3,1,5.0,32,17.32
7,3,1,28.4,2,2,2,3.2,39,34.96
12,4,1,80.59,0,0,2,3.2,11,42.8
23,4,0,59.08,2,0,1,4.5,16,42.77
20,0,0,59.2,2,0,0,4.5,16,36.13
20,1,1,31.63,0,2,1,3.2,38,25.94
11,1,1,28.42,0,2,3,3.2,39,17.76
18,4,0,90.19,1,2,0,4.5,4,64.35
9,2,2,70.5,3,1,0,5.0,10,66.51
16,4,1,16.42,0,0,3,3.2,46,31.73
15,5,0,89.39,3,3,3,4.5,4,74.75
5,5,2,57.41,2,2,0,5.0,15,40.89
6,1,0,35.0,3,2,0,4.5,26,24.48
1,6,2,40.74,3,0,2,5.0,21,39.13
3,1,0,70.29,1,1,3,4.5,12,46.46
10,0,1,38.86,2,1,2,3.2,34,41.84
11,0,1,57.09,2,2,3,3.2,24,55.67
3,1,2,68.94,0,3,2,5.0,11,45.65
10,6,0,22.58,2,3,3,4.5,31,34.65
14,1,2,89.98,1,2,2,5.0,4,57.21
5,4,1,37.06,0,1,1,3.2,35,31.55
8,2,0,42.74,3,1,2,4.5,23,47.75
8,0,1,67.87,1,2,1,3.2,18,56.75
12,3,2,59.79,3,1,2,5.0,14,46.65
8,0,1,44.61,0,1,3,3.2,30,51.68
17,3,0,63.48,2,3,3,4.5,15,69.62
7,3,1,86.25,1,2,2,3.2,8,68.92
10,3,1,77.03,3,1,0,3.2,13,62.29
9,1,0,79.18,3,2,2,4.5,8,79.81
4,5,0,28.26,3,1,1,4.5,29,7.84
16,4,2,42.75,3,0,0,5.0,20,39.17
5,1,0,54.84,3,3,3,4.5,18,58.79
7,3,1,8.98,1,1,1,3.2,50,15.75
19,0,2,74.28,3,1,3,5.0,9,96.31
22,6,0,34.11,2,0,1,4.5,26,19.12
16,5,1,30.43,1,3,2,3.2,38,44.22
21,2,0,28.34,0,2,2,4.5,29,28.97
20,4,2,30.5,2,1,3,5.0,24,43.42
11,4,1,35.42,1,2,0,3.2,36,17.22
18,4,2,59.43,2,1,2,5.0,14,53.3
7,0,2,57.52,0,1,1,5.0,15,44.81
11,6,1,28.01,2,1,1,3.2,40,33.08
12,6,0,23.58,2,0,3,4.5,31,29.02
23,6,1,79.37,2,3,0,3.2,11,60.84
20,6,0,13.35,2,3,2,4.5,35,35.69
11,6,1,51.15,3,3,1,3.2,27,52.52
15,5,0,51.85,3,1,3,4.5,19,44.13
4,0,2,56.67,1,3,0,5.0,15,36.68
19,3,1,84.71,3,1,0,3.2,8,79.95
13,1,0,61.15,3,3,0,4.5,16,45.22
12,1,2,92.63,0,0,1,5.0,3,60.12
18,5,2,83.42,1,1,0,5.0,6,54.76
15,5,1,24.33,2,2,2,3.2,42,30.45
1,3,0,26.71,2,3,0,4.5,29,18.1
6,5,1,36.03,0,1,1,3.2,35,17.17
4,0,1,40.24,1,1,2,3.2,33,34.54
17,1,2,54.77,1,3,2,5.0,16,46.55
0,6,0,25.93,2,1,0,4.5,30,10.01
4,3,2,25.01,2,2,0,5.0,26,14.24
14,3,0,39.33,0,1,1,4.5,24,14.81
16,3,0,65.48,0,0,2,4.5,14,41.56
12,1,1,66.93,1,1,3,3.2,18,61.32
20,5,0,92.85,0,2,0,4.5,3,48.85
22,5,1,23.22,3,0,0,3.2,42,22.19
3,4,1,40.36,1,0,2,3.2,33,23.73
22,2,0,91.82,2,3,3,4.5,3,75.05
14,4,2,67.1,0,0,3,5.0,12,38.88
15,6,0,58.31,1,0,2,4.5,17,34.14
2,4,2,53.57,3,2,0,5.0,16,48.43
14,3,2,11.8,2,2,2,5.0,31,30.72
17,1,1,85.4,1,0,1,3.2,8,66.45
13,3,0,61.3,2,0,1,4.5,15,47.96
2,2,2,56.45,2,3,1,5.0,15,49.31
12,4,0,53.56,0,2,2,4.5,19,31.77
22,0,0,40.27,3,2,2,4.5,24,48.51
17,1,2,27.92,3,0,0,5.0,25,40.79
3,5,1,72.98,2,0,0,3.2,15,40.29
23,2,2,50.86,0,0,0,5.0,17,23.21
23,3,0,8.05,1,3,1,4.5,37,6.72
4,3,1,40.92,2,3,2,3.2,32,31.71
19,3,2,88.57,3,2,3,5.0,4,94.38
9,5,2,38.65,2,2,1,5.0,21,32.47
14,1,1,42.19,0,0,2,3.2,32,28.43
10,5,2,61.16,2,3,3,5.0,14,57.24
18,1,0,77.15,0,2,2,4.5,9,53.03
23,2,1,65.16,1,2,2,3.2,19,48.06
19,4,0,81.5,2,3,1,4.5,7,75.7
22,6,2,15.26,2,0,0,5.0,30,5.59
22,1,2,88.21,1,1,3,5.0,4,61.09
2,4,2,86.35,1,0,2,5.0,5,61.08
6,0,2,51.72,3,1,0,5.0,17,40.11
17,0,0,61.23,2,1,1,4.5,16,57.0
14,5,1,24.15,0,1,0,3.2,42,0.0
1,5,2,45.32,2,2,3,5.0,19,48.41
2,2,0,23.24,2,1,2,4.5,31,39.88
12,4,1,6.98,2,0,3,3.2,51,20.88
14,2,2,93.28,2,0,1,5.0,2,64.69
4,1,1,28.32,0,2,0,3.2,39,1.03
4,3,2,58.38,3,2,2,5.0,15,53.19
3,2,1,32.02,3,3,2,3.2,37,47.03
13,5,1,38.36,0,3,0,3.2,34,14.14
0,2,1,40.8,0,0,2,3.2,33,29.27
13,2,1,35.15,0,2,0,3.2,36,17.66
11,3,2,62.37,3,0,2,5.0,13,48.83
11,5,2,91.48,3,0,2,5.0,3,77.05
16,1,0,43.58,1,3,0,4.5,23,26.75
12,6,2,92.6,2,1,1,5.0,3,57.48
17,3,1,65.1,0,3,0,3.2,19,47.0
18,4,1,59.64,0,0,2,3.2,22,56.67
22,6,0,26.34,0,2,0,4.5,29,0.0
19,3,1,10.66,0,1,2,3.2,49,19.97
12,1,1,81.67,3,3,1,3.2,10,70.26
11,5,1,56.66,3,2,0,3.2,24,47.33
5,0,0,42.3,0,3,3,4.5,23,41.11
14,3,2,78.08,2,1,2,5.0,8,59.56
3,6,1,32.95,0,3,1,3.2,37,24.35
22,2,1,75.53,2,3,3,3.2,13,78.56
20,4,0,34.52,3,3,2,4.5,26,52.57
2,3,0,87.88,3,1,3,4.5,5,78.25
18,1,2,29.12,3,3,0,5.0,25,42.96
2,2,0,17.38,0,2,0,4.5,33,0.0
17,3,2,67.83,0,0,0,5.0,11,32.23
2,0,2,19.66,0,3,2,5.0,28,17.78
11,2,1,90.44,0,0,3,3.2,5,62.42
15,2,2,64.0,2,2,3,5.0,13,60.48
17,5,1,25.78,2,0,3,3.2,41,44.44
10,0,2,23.79,3,3,2,5.0,27,39.12
22,5,0,88.15,0,2,2,4.5,5,49.79
18,2,1,59.71,1,3,1,3.2,22,65.77
4,4,1,85.44,2,2,0,3.2,8,64.1
16,3,2,14.92,2,2,0,5.0,30,29.3
17,2,0,88.29,1,3,0,4.5,5,63.3
8,6,2,51.8,0,1,2,5.0,17,37.26
17,1,0,65.16,1,2,2,4.5,14,45.63
21,0,0,38.56,0,1,3,4.5,25,30.45
19,5,1,10.32,2,0,0,3.2,49,0.21
18,4,0,91.22,3,3,3,4.5,4,89.24
15,6,1,94.51,0,1,2,3.2,3,57.7
6,3,2,37.81,0,0,3,5.0,22,26.97
19,0,2,89.95,2,3,2,5.0,4,96.02
8,0,0,20.1,0,3,1,4.5,32,28.66
12,3,1,18.92,3,2,2,3.2,45,40.3
7,1,1,11.58,3,1,2,3.2,49,30.04
7,6,0,40.21,1,3,0,4.5,24,38.77
3,0,1,9.71,1,2,0,3.2,50,9.15
23,6,1,40.52,1,1,2,3.2,33,24.77
3,1,2,17.46,1,1,0,5.0,29,9.32
2,0,0,70.75,3,3,0,4.5,12,58.22
22,1,0,80.0,3,3,0,4.5,8,54.45
13,1,2,66.9,0,2,2,5.0,12,46.2
10,2,2,23.04,0,0,3,5.0,27,30.83
17,2,0,74.02,2,0,1,4.5,10,51.4
9,3,0,27.46,2,1,0,4.5,29,23.0
3,3,1,73.35,2,2,2,3.2,15,55.49
17,0,2,56.07,1,3,1,5.0,15,56.75
4,0,0,38.0,1,3,2,4.5,25,26.45
13,1,0,12.51,0,1,1,4.5,35,2.93
22,1,2,79.48,1,0,2,5.0,7,46.53
22,0,2,89.57,2,1,1,5.0,4,56.48
8,2,2,64.93,1,0,3,5.0,12,52.68
18,3,2,91.81,1,3,2,5.0,3,76.4
14,2,2,89.07,1,0,1,5.0,4,56.09
11,2,0,22.51,3,3,0,4.5,31,25.85
3,3,0,70.81,2,2,2,4.5,12,44.87
9,3,0,36.44,3,0,1,4.5,25,38.53
15,2,0,48.88,0,2,0,4.5,20,14.98
23,1,2,19.13,3,2,1,5.0,28,32.86
0,2,1,92.73,0,0,1,3.2,4,50.52
17,0,0,70.35,1,0,3,4.5,12,60.27
20,3,0,29.02,1,1,2,4.5,28,18.13
22,6,0,38.43,0,0,2,4.5,25,27.49
10,2,1,43.02,3,2,2,3.2,31,49.34
2,0,1,72.28,3,2,3,3.2,15,70.15
6,4,0,88.31,2,0,0,4.5,5,51.62
20,0,2,33.93,1,0,1,5.0,23,20.89
21,1,0,47.53,3,2,2,4.5,21,43.04
15,1,1,58.39,2,1,0,3.2,23,28.58
2,6,1,40.4,1,1,1,3.2,33,20.71
2,6,1,50.38,3,1,1,3.2,27,37.31
11,3,2,14.51,0,0,3,5.0,30,25.96
14,4,2,20.09,1,3,3,5.0,28,44.78
0,4,0,41.1,0,3,0,4.5,24,16.42
16,4,1,87.34,0,2,0,3.2,7,48.87
13,3,0,36.44,0,1,3,4.5,25,30.97
0,6,1,27.48,2,0,0,3.2,40,9.53
2,5,1,71.86,3,1,1,3.2,15,53.03
10,0,1,90.42,2,3,3,3.2,5,83.96
17,2,0,46.32,1,0,3,4.5,21,43.45
19,6,0,5.77,1,3,3,4.5,38,22.99
10,2,0,66.93,0,1,0,4.5,13,28.37
7,1,0,42.36,2,1,0,4.5,23,29.32
23,6,1,65.63,0,3,0,3.2,19,39.04
11,4,2,29.99,3,3,3,5.0,25,48.8
7,3,0,5.22,1,3,0,4.5,38,10.06
10,2,0,36.0,1,1,1,4.5,26,15.79
0,0,1,68.43,0,2,3,3.2,17,57.88
7,2,2,40.38,0,1,1,5.0,21,26.08
12,3,0,24.73,0,0,3,4.5,30,24.24
22,6,0,46.76,2,1,1,4.5,21,31.62
17,2,1,72.71,1,0,1,3.2,15,52.42
18,1,1,15.75,3,0,3,3.2,46,33.68
13,2,2,67.26,2,2,2,5.0,11,70.72
2,6,0,65.06,3,2,0,4.5,14,48.92
9,3,0,38.37,3,1,2,4.5,25,53.28
23,2,1,92.33,0,2,3,3.2,4,77.81
1,4,1,85.52,0,3,3,3.2,8,66.02
21,4,2,33.45,3,3,0,5.0,23,42.75
16,2,1,7.8,1,2,0,3.2,51,11.4
6,6,1,32.75,3,0,2,3.2,37,40.1
18,4,0,23.42,2,2,2,4.5,31,33.38
20,0,0,54.25,2,0,2,4.5,18,38.66
1,2,2,87.69,1,0,1,5.0,4,54.83
2,6,0,83.33,1,1,3,4.5,7,49.89
15,2,1,32.52,2,1,2,3.2,37,36.53
23,3,2,43.57,0,0,3,5.0,20,31.19
0,4,2,8.29,1,0,1,5.0,32,0.0
15,4,0,53.97,2,3,3,4.5,18,50.28
3,6,0,10.7,0,2,0,4.5,36,0.0
15,1,2,89.47,1,2,2,5.0,4,69.85
14,3,2,83.02,3,0,2,5.0,6,70.65
2,3,0,24.28,1,3,1,4.5,30,26.94
16,1,1,67.94,3,1,0,3.2,18,64.43
21,4,0,56.12,3,2,3,4.5,18,54.88
20,0,2,77.12,2,1,0,5.0,8,50.11
0,3,2,47.81,0,0,1,5.0,18,22.55
5,2,0,22.26,0,1,0,4.5,31,4.45
5,1,1,62.59,3,0,1,3.2,21,51.86
10,5,1,12.23,0,3,3,3.2,48,20.79
3,1,0,57.61,2,1,2,4.5,17,45.7
20,1,0,24.14,2,3,0,4.5,30,21.45
18,5,2,66.64,3,3,1,5.0,12,60.68
19,6,1,79.52,3,0,0,3.2,11,65.42
4,0,0,14.86,1,1,2,4.5,34,4.62
0,1,0,41.02,2,0,0,4.5,24,29.32
21,4,1,71.02,2,0,1,3.2,16,53.9
6,5,2,19.73,3,3,0,5.0,28,33.27
15,6,1,55.99,2,2,0,3.2,24,30.31
21,3,2,65.47,0,1,0,5.0,12,38.37
0,0,1,36.93,3,0,3,3.2,35,52.33
0,6,2,79.88,2,2,3,5.0,7,66.5
0,1,2,50.96,0,2,3,5.0,17,39.23
3,0,0,61.43,0,0,2,4.5,15,27.48
1,4,0,17.68,0,0,1,4.5,33,0.0
19,4,2,7.08,2,1,0,5.0,33,14.43
14,0,2,9.57,3,2,3,5.0,32,27.39
23,1,0,86.35,1,3,3,4.5,5,75.97
19,4,1,84.44,0,1,1,3.2,9,49.95
23,1,2,77.68,3,0,0,5.0,8,55.66
5,4,2,22.97,2,3,1,5.0,27,30.51
6,2,0,52.29,2,1,1,4.5,19,39.13
20,4,2,76.65,0,2,3,5.0,8,59.37
5,3,1,65.72,3,0,0,3.2,19,53.64
1,2,2,15.4,0,0,2,5.0,30,8.19
16,2,0,85.6,2,0,3,4.5,6,76.38
19,4,1,19.46,2,3,3,3.2,44,44.26
23,3,0,20.46,2,0,0,4.5,32,18.23
22,4,1,86.09,2,3,1,3.2,8,78.59
2,4,0,48.62,1,3,1,4.5,21,25.55
18,1,1,38.56,2,2,1,3.2,34,32.54
20,6,2,54.83,1,3,0,5.0,16,35.65
16,3,1,93.33,1,3,0,3.2,4,75.37
19,5,0,15.77,2,2,0,4.5,34,30.33
20,6,1,73.13,2,3,3,3.2,15,70.45
10,6,1,35.09,0,2,1,3.2,36,33.95
0,4,2,15.53,3,0,0,5.0,30,27.9
10,5,0,42.97,0,0,3,4.5,23,42.16
4,3,0,54.39,1,1,1,4.5,18,37.54
2,5,1,23.54,1,1,1,3.2,42,6.81
2,2,2,41.47,1,1,0,5.0,20,23.36
16,4,1,62.21,1,0,1,3.2,21,51.1
12,0,0,56.88,1,2,2,4.5,17,40.65
12,6,0,70.08,1,1,2,4.5,12,43.88
17,1,2,80.28,3,3,1,5.0,7,87.22
13,4,2,41.82,3,3,2,5.0,20,46.06
15,0,0,43.07,1,2,3,4.5,23,43.22
2,1,0,49.7,1,3,3,4.5,20,46.33
20,6,0,55.97,2,1,2,4.5,18,36.48
10,5,1,14.75,0,3,0,3.2,47,3.11
3,1,2,33.14,1,3,0,5.0,23,12.26
19,0,0,20.47,0,0,0,4.5,32,11.33
17,5,2,39.73,2,2,0,5.0,21,36.95
1,6,0,92.6,0,1,2,4.5,3,46.62
4,1,2,57.45,3,1,0,5.0,15,33.54
0,4,0,43.64,1,1,0,4.5,23,22.84
6,1,2,55.93,2,3,2,5.0,15,51.92
2,5,1,65.22,2,3,1,3.2,19,45.91
17,2,0,44.15,1,1,3,4.5,22,41.36
12,0,0,45.29,1,1,0,4.5,22,19.84
23,2,2,68.13,1,2,1,5.0,11,49.47
17,3,1,10.48,3,2,0,3.2,49,26.0
14,5,1,53.61,2,1,2,3.2,26,37.33
12,0,2,54.26,0,1,0,5.0,16,24.57
1,6,1,73.11,1,3,0,3.2,15,49.78
1,4,1,93.44,1,1,2,3.2,4,66.25
14,6,1,76.62,3,1,3,3.2,13,70.59
0,6,0,50.34,3,1,2,4.5,20,42.33
1,1,0,20.25,1,1,3,4.5,32,17.46
5,0,0,57.94,1,2,3,4.5,17,41.79
21,5,1,80.09,0,2,3,3.2,11,46.36
11,1,1,88.92,2,0,3,3.2,6,79.87
17,1,2,79.28,0,3,0,5.0,7,56.54
9,3,2,22.01,3,1,0,5.0,27,32.36
4,6,0,69.13,2,0,1,4.5,12,43.86
8,5,2,84.21,0,2,2,5.0,6,62.63
2,3,2,66.29,3,0,3,5.0,12,60.11
18,1,1,66.72,3,3,0,3.2,18,62.68
4,2,1,50.01,1,3,0,3.2,27,29.52
9,4,0,62.33,0,2,1,4.5,15,56.05
23,1,0,31.49,1,3,2,4.5,27,34.2
14,3,0,12.99,1,1,3,4.5,35,19.45
11,0,1,79.49,1,1,3,3.2,11,71.2
13,2,1,89.88,3,2,2,3.2,6,85.25
18,1,0,82.11,3,1,3,4.5,7,73.54
6,4,0,35.05,2,3,1,4.5,26,29.32
15,6,0,13.42,3,1,2,4.5,35,22.08
20,1,1,30.21,0,1,0,3.2,38,13.83
13,5,2,80.86,0,2,2,5.0,7,49.29
10,4,1,64.02,3,0,1,3.2,20,59.82
3,6,0,92.0,2,2,3,4.5,3,67.97
5,6,0,35.84,0,3,1,4.5,26,22.39
22,0,0,54.63,3,3,1,4.5,18,39.73
12,5,2,76.1,0,0,1,5.0,8,35.83
7,4,2,26.06,3,0,3,5.0,26,37.65
10,0,0,91.77,3,0,3,4.5,3,77.43
13,1,0,58.32,1,3,1,4.5,17,40.44
12,6,0,5.71,2,1,3,4.5,38,19.1
16,3,2,7.26,2,0,3,5.0,32,31.78
6,2,0,84.4,3,2,3,4.5,6,81.94
15,2,2,63.08,2,3,3,5.0,13,70.76
10,5,1,73.68,1,0,1,3.2,14,51.03
22,1,0,75.56,0,0,2,4.5,10,43.86
3,1,2,42.84,1,0,1,5.0,20,24.95
3,4,1,76.88,0,0,1,3.2,13,46.08
11,6,2,89.38,2,0,1,5.0,4,51.01
12,1,0,20.5,1,0,0,4.5,32,15.21
16,1,1,73.77,2,2,0,3.2,14,67.83
9,3,1,32.7,0,0,3,3.2,37,26.95
21,1,1,33.93,1,2,0,3.2,36,15.71
11,4,0,42.15,1,1,2,4.5,23,32.95
3,1,1,82.73,0,2,3,3.2,9,58.99
2,0,2,6.99,3,2,1,5.0,33,25.65
23,1,2,44.05,2,2,1,5.0,20,36.17
3,6,0,66.2,3,3,3,4.5,14,72.38
22,6,2,14.94,3,0,3,5.0,30,31.17
6,3,2,76.3,0,2,3,5.0,8,71.03
2,2,0,89.77,3,1,2,4.5,4,74.51
7,5,0,13.18,0,2,3,4.5,35,11.45
14,1,2,18.77,3,0,1,5.0,28,37.98
10,4,0,92.67,2,1,2,4.5,3,81.2
18,4,0,22.81,3,3,2,4.5,31,47.1
14,4,1,12.1,1,3,3,3.2,48,29.38
9,1,1,90.7,0,1,1,3.2,5,53.75
15,5,1,85.34,0,0,3,3.2,8,44.75
23,4,1,64.02,0,2,2,3.2,20,43.66
9,6,2,54.63,3,1,0,5.0,16,56.4
3,1,2,87.73,2,1,2,5.0,4,70.15
9,4,0,64.0,0,0,3,4.5,14,59.27
20,5,0,64.26,0,1,1,4.5,14,37.09
5,1,0,80.93,0,0,2,4.5,8,45.68
22,5,1,63.79,1,0,3,3.2,20,55.39
14,0,1,50.33,2,2,3,3.2,27,62.18
14,5,2,40.07,3,3,1,5.0,21,40.54
7,4,1,50.28,2,0,3,3.2,27,55.73
22,1,0,52.02,3,0,2,4.5,19,47.18
0,0,2,37.47,1,0,2,5.0,22,15.5
7,5,0,45.33,1,2,2,4.5,22,40.97
10,1,2,77.17,2,3,1,5.0,8,72.31
11,3,2,42.49,0,1,1,5.0,20,24.33
11,0,2,7.3,3,0,0,5.0,32,15.24
3,6,2,30.47,3,0,3,5.0,24,40.12
5,3,0,25.86,0,2,1,4.5,30,0.0
2,6,1,76.42,0,1,2,3.2,13,56.55
13,1,1,45.44,2,1,2,3.2,30,40.28
8,1,1,30.23,2,0,2,3.2,38,35.46
13,4,2,77.96,0,3,3,5.0,8,67.57
14,4,1,6.73,2,1,3,3.2,51,30.05
16,5,0,20.68,1,2,0,4.5,32,17.17
13,6,2,79.43,2,2,3,5.0,7,71.96
15,5,1,54.56,1,0,0,3.2,25,19.18
14,0,2,74.63,1,0,2,5.0,9,51.48
15,2,0,80.44,1,3,2,4.5,8,65.05
14,6,2,89.78,0,3,0,5.0,4,42.83
7,3,0,10.71,0,1,1,4.5,36,2.08
5,6,1,76.93,0,0,3,3.2,13,50.82
18,3,2,68.79,3,1,0,5.0,11,62.13
8,0,1,23.63,1,3,0,3.2,42,27.94
13,3,0,88.85,1,2,0,4.5,4,41.12
4,5,2,41.38,3,0,0,5.0,21,14.94
10,4,2,84.88,3,2,2,5.0,5,87.61
12,0,0,59.46,0,0,3,4.5,16,31.79
15,1,0,52.41,1,1,2,4.5,19,32.88
12,5,0,19.36,1,1,1,4.5,32,0.0
8,6,0,87.29,3,1,3,4.5,5,86.05
23,5,1,55.1,2,2,1,3.2,25,44.01
12,0,0,5.55,2,0,1,4.5,38,8.85
19,4,2,6.65,0,3,2,5.0,33,23.52
17,5,0,74.99,1,2,0,4.5,10,35.68
13,4,1,19.57,0,1,1,3.2,44,3.17
21,4,1,58.89,2,3,3,3.2,23,57.52
3,3,1,66.3,3,1,2,3.2,19,56.79
22,1,0,30.14,3,1,3,4.5,28,39.09
20,1,1,56.24,1,0,3,3.2,24,48.13
12,5,1,26.62,1,3,1,3.2,40,26.48
17,0,1,90.17,3,3,3,3.2,5,86.71
12,0,2,82.42,1,0,3,5.0,6,62.06
6,2,1,30.92,3,3,2,3.2,38,47.82
19,5,1,52.59,2,3,3,3.2,26,57.86
5,4,0,50.06,1,1,2,4.5,20,33.97
7,4,0,91.4,2,3,3,4.5,3,86.21
12,3,1,40.46,0,2,0,3.2,33,18.46
20,0,1,55.6,1,2,1,3.2,24,43.35
9,2,2,88.58,1,0,1,5.0,4,63.31
11,0,2,19.65,3,0,0,5.0,28,18.58
0,5,0,54.54,2,2,2,4.5,18,35.8
2,5,1,14.51,1,1,0,3.2,47,4.92
1,1,1,60.57,3,3,0,3.2,22,51.38
1,2,0,37.91,1,0,3,4.5,25,25.39
20,2,1,92.09,3,3,0,3.2,4,73.76
20,6,1,42.39,2,2,3,3.2,32,52.68
19,3,0,17.26,3,3,0,4.5,33,26.57
1,5,1,80.06,3,3,1,3.2,11,60.95
1,3,2,78.88,1,3,0,5.0,7,44.96
6,4,0,67.54,1,1,0,4.5,13,24.51
13,3,1,72.39,3,2,3,3.2,15,84.64
8,1,0,28.82,0,0,0,4.5,28,8.8
11,6,0,62.78,3,1,3,4.5,15,52.08
4,4,2,8.42,0,1,2,5.0,32,2.03
17,5,1,22.72,3,1,1,3.2,43,33.61
7,6,0,88.91,2,2,3,4.5,4,72.75
1,1,1,71.53,2,0,1,3.2,16,59.65
17,0,0,25.76,1,2,1,4.5,30,19.58
21,4,1,15.02,2,1,1,3.2,47,8.99
0,2,0,90.4,1,0,2,4.5,4,60.55
10,3,1,15.1,1,2,3,3.2,47,32.62
19,1,1,28.14,0,3,2,3.2,40,32.44
16,2,1,21.44,0,2,1,3.2,43,25.59
20,2,1,5.67,3,0,3,3.2,52,28.3
9,2,0,33.27,2,2,2,4.5,27,40.78
8,5,0,92.68,1,2,3,4.5,3,64.68
17,4,0,35.77,3,2,1,4.5,26,35.05
3,3,1,50.39,2,1,0,3.2,27,30.37
5,0,1,72.13,2,0,3,3.2,15,55.97
14,3,2,54.6,0,0,2,5.0,16,35.72
16,1,0,71.92,2,1,1,4.5,11,47.95
2,2,0,64.55,0,2,3,4.5,14,42.64
12,2,2,59.77,2,2,0,5.0,14,41.16
8,0,2,63.47,0,2,3,5.0,13,56.61
12,2,2,76.92,2,1,2,5.0,8,63.74
23,1,0,68.92,1,1,2,4.5,12,44.51
1,5,0,76.26,0,0,0,4.5,9,24.86
23,6,0,18.1,1,3,0,4.5,33,13.46
10,0,0,65.99,0,1,2,4.5,14,44.69
18,4,2,71.33,0,2,2,5.0,10,66.55
10,4,2,32.0,3,1,0,5.0,24,35.77
7,2,2,83.71,1,1,2,5.0,6,67.22
18,3,2,32.42,1,0,2,5.0,24,36.12
16,5,1,26.94,0,3,1,3.2,40,26.01
3,2,1,83.04,1,0,2,3.2,9,55.17
16,0,2,27.23,1,3,3,5.0,25,46.05
18,2,2,42.4,2,0,1,5.0,20,52.6
9,1,1,38.11,0,0,0,3.2,34,27.28
22,2,2,85.83,3,3,3,5.0,5,88.44
15,1,1,45.97,0,3,3,3.2,30,32.23
8,1,1,67.49,2,3,1,3.2,18,55.48
0,6,2,76.46,0,3,1,5.0,8,45.9
