hour,day_of_week,previous_occupancy,current_occupancy,traffic_level,weather,event_level,parking_price,total_spaces,occupancy_percentage
3,0,50.39,59.19,3,1,1,6.08,68,34.48
3,2,11.64,4.35,1,3,2,3.99,55,3.36
8,4,71.02,65.73,2,1,1,6.61,111,52.73
13,0,57.29,64.56,1,3,3,3.46,138,49.89
23,4,45.63,49.0,1,2,0,5.66,118,25.97
4,4,92.56,65.7,0,1,1,6.86,85,33.98
3,4,34.34,38.46,1,1,3,6.11,77,24.28
6,4,43.06,51.72,3,1,3,3.56,132,55.19
20,5,71.38,40.13,0,0,0,5.74,130,18.2
0,0,52.25,38.6,1,1,3,2.74,65,35.98
9,1,64.27,64.16,3,2,1,1.85,145,62.17
2,2,92.87,73.44,1,3,2,6.25,126,54.24
3,4,67.61,47.14,3,3,0,6.35,129,34.79
22,6,18.56,18.12,1,1,0,1.64,17,14.55
0,6,23.84,22.96,2,3,2,7.19,28,18.6
7,4,83.29,80.03,3,1,1,4.18,52,72.66
21,2,9.32,22.9,2,3,0,6.93,117,7.03
14,2,50.83,52.88,3,3,2,6.23,21,46.97
1,0,86.54,74.36,2,1,0,6.9,21,41.4
11,3,74.86,71.72,0,2,3,6.5,14,53.58
23,3,15.41,4.16,0,3,0,7.34,37,0.0
9,1,71.64,75.0,2,0,0,5.27,139,51.27
12,5,39.39,27.6,1,0,1,2.86,111,21.2
12,5,86.12,78.05,1,2,1,3.84,111,45.24
15,2,56.55,56.05,1,0,2,6.01,51,34.76
4,6,54.39,33.11,3,3,0,2.44,98,34.62
20,0,5.78,22.1,3,1,3,7.08,119,20.06
23,6,27.47,33.94,3,1,1,2.73,85,33.29
3,5,42.15,34.42,0,3,2,6.76,130,11.84
19,1,70.15,78.32,2,2,3,4.4,90,73.91
19,4,51.8,64.93,2,3,3,6.54,55,66.5
17,2,81.73,89.13,3,2,2,7.25,100,77.14
8,5,8.09,0.0,1,2,0,4.03,142,0.0
11,1,34.06,48.29,2,2,2,5.68,126,39.57
20,1,58.78,60.7,1,3,1,2.86,80,42.68
3,2,64.29,56.81,1,3,2,6.3,94,28.25
19,1,50.22,40.19,0,0,0,6.42,147,23.58
22,2,40.9,41.25,2,2,2,3.27,115,33.55
16,4,11.44,19.66,0,3,3,1.64,80,31.15
8,4,67.66,63.78,2,2,2,4.09,49,64.39
13,3,86.34,100.0,3,1,3,2.52,137,85.45
1,1,77.8,47.46,0,3,0,6.41,147,14.8
22,1,68.11,63.37,0,1,2,3.07,19,40.59
8,6,62.07,63.64,2,0,0,7.16,14,34.84
1,1,74.48,61.63,3,1,0,7.33,26,31.77
19,0,74.91,66.41,0,0,3,6.95,64,50.97
15,3,5.62,12.68,1,2,0,5.1,32,0.0
14,0,37.21,23.21,0,3,1,3.1,134,9.36
1,2,83.12,71.07,3,1,0,6.34,138,41.83
18,5,81.57,75.47,3,2,1,5.71,35,63.16
15,1,68.9,46.55,0,3,0,7.36,126,22.16
19,4,32.82,31.56,0,1,1,3.76,29,28.98
19,3,76.81,80.1,0,3,2,1.85,121,75.26
5,2,25.84,16.57,3,0,2,7.49,61,19.28
5,4,25.17,53.44,3,2,3,6.53,15,35.46
22,4,53.22,37.67,1,0,0,2.83,70,12.55
12,2,56.42,43.76,0,3,1,5.85,126,15.72
10,1,36.62,52.26,2,0,2,1.5,141,48.03
6,6,59.34,58.02,3,3,0,4.85,27,35.02
15,1,68.82,70.46,3,1,0,3.68,127,48.45
18,6,21.22,33.55,1,0,1,3.79,51,25.55
0,3,30.98,55.56,3,2,3,2.97,75,47.17
13,6,67.99,75.07,3,3,2,3.15,25,69.28
23,2,88.45,85.86,3,0,2,4.23,147,66.28
6,3,84.6,70.04,1,1,2,2.99,121,51.7
6,4,16.67,24.95,1,2,3,4.3,100,36.1
21,2,56.28,62.57,1,0,2,4.96,112,40.81
1,1,77.02,72.74,1,3,2,5.77,133,46.92
9,3,26.36,50.01,3,2,1,5.56,30,50.15
10,4,62.89,50.13,2,3,3,2.95,44,70.19
19,1,43.49,37.58,3,1,0,1.74,15,45.89
3,5,64.65,55.49,3,3,1,6.5,78,45.2
10,4,7.89,18.51,1,1,1,6.73,79,8.62
3,1,33.17,31.02,3,1,0,7.37,14,22.19
18,6,32.66,55.28,2,1,2,7.26,103,32.78
15,0,42.68,61.14,2,2,3,5.3,11,50.72
11,4,15.31,17.25,1,0,0,6.87,121,0.0
9,3,44.3,38.23,0,2,3,4.19,109,40.96
3,4,53.73,34.08,0,3,3,6.22,124,18.33
22,5,7.4,20.8,1,0,3,7.23,26,1.49
15,4,32.08,41.02,3,3,0,6.28,132,31.25
7,4,20.96,38.57,3,3,3,3.99,87,51.33
9,5,92.49,78.22,0,0,1,3.77,131,48.71
17,4,16.72,24.77,2,2,2,3.25,108,46.83
17,5,61.47,49.61,3,1,1,3.7,102,51.03
11,2,41.17,46.51,3,2,2,6.42,14,40.93
7,1,30.86,54.83,2,1,2,5.71,107,33.09
15,1,81.87,91.6,2,0,3,3.0,73,68.38
15,4,64.77,44.47,1,1,1,5.77,129,34.91
14,3,60.83,48.17,3,0,0,3.78,106,35.4
1,0,13.43,15.0,0,1,2,4.85,20,7.49
11,1,28.31,44.3,3,3,3,3.72,135,41.8
14,6,29.88,44.08,3,3,0,4.63,18,27.54
22,5,44.09,51.96,1,0,3,5.88,52,29.86
12,5,87.93,89.73,2,2,3,5.89,40,72.81
8,1,41.33,52.0,3,0,2,6.02,147,46.16
13,0,34.52,44.96,1,0,3,3.85,31,31.42
4,2,11.38,23.31,1,2,1,5.64,129,8.56
2,5,39.65,19.54,0,1,0,2.93,41,5.32
16,3,9.71,26.68,1,2,2,4.36,101,30.36
23,5,37.87,35.22,1,0,2,5.0,22,26.22
20,3,92.1,82.1,3,0,3,5.62,65,68.05
14,3,55.05,46.94,3,2,0,6.97,97,41.67
0,4,23.8,7.89,1,0,0,3.33,110,0.0
23,6,31.93,17.48,0,0,2,6.57,133,5.51
10,3,56.4,43.8,1,3,1,3.37,125,44.63
6,4,6.74,0.0,1,2,0,4.81,83,0.0
21,6,85.96,72.41,2,3,2,6.47,52,68.53
17,2,57.03,52.79,0,2,0,5.84,46,32.63
17,5,49.31,65.28,3,1,3,6.68,149,59.04
6,3,69.46,61.83,2,2,1,6.39,95,42.04
23,6,23.02,27.94,0,3,2,3.16,138,25.03
10,3,6.95,34.83,1,2,2,7.46,71,30.19
12,4,60.37,77.38,2,1,2,7.12,78,52.22
18,2,19.4,35.98,2,3,1,4.08,126,27.65
15,4,6.1,12.42,2,2,0,1.78,111,12.94
4,2,88.6,60.9,0,3,2,3.32,38,45.81
7,4,75.96,72.83,1,2,1,6.52,83,48.93
8,5,15.28,34.91,2,1,3,7.21,40,26.41
22,3,85.67,82.61,2,3,3,6.49,117,58.37
17,3,11.08,19.37,1,2,0,3.88,14,27.63
8,2,77.27,68.04,2,3,1,1.84,126,70.6
17,5,42.3,23.13,0,3,1,4.61,140,21.01
17,4,51.64,58.49,3,1,1,3.76,13,55.45
9,3,65.15,80.11,2,0,2,2.24,98,70.91
9,0,13.89,38.87,2,0,1,2.14,21,38.01
21,0,86.7,79.0,2,2,0,2.42,60,57.89
13,0,17.93,28.45,3,3,1,2.73,57,36.98
3,5,89.74,76.08,3,3,3,6.02,83,67.35
17,5,13.23,44.9,3,0,1,3.79,139,41.21
14,0,20.48,16.16,1,0,1,4.12,75,5.73
12,0,10.18,19.61,0,2,3,5.09,66,18.32
17,5,40.8,46.2,0,1,0,7.26,23,26.31
21,3,58.18,61.76,3,1,1,6.04,135,47.43
7,2,61.26,62.05,3,0,0,5.37,54,63.24
10,4,79.57,88.41,2,0,2,5.96,75,66.86
4,1,52.55,52.34,2,2,3,5.82,23,33.39
15,1,50.91,42.03,0,2,1,5.64,50,18.61
9,2,34.35,62.34,2,3,3,4.48,88,55.01
8,6,63.6,52.98,2,1,3,4.9,136,57.05
16,5,86.77,77.98,0,2,2,4.27,56,65.41
9,1,36.98,41.26,3,3,0,3.87,89,43.41
11,3,37.07,30.24,1,1,0,3.12,133,19.79
10,6,35.9,29.64,0,0,0,3.63,60,26.21
6,6,25.47,25.61,2,3,1,4.07,51,18.9
3,5,56.0,40.92,1,0,1,4.98,16,19.78
19,0,14.5,30.14,2,1,0,4.5,138,20.93
2,1,80.13,73.12,2,0,3,2.15,25,56.74
7,1,17.4,36.31,2,2,2,3.54,40,28.81
16,1,20.65,34.05,1,1,2,3.76,29,43.33
3,1,11.17,22.36,3,1,2,5.74,109,14.02
15,2,39.32,51.87,3,2,2,3.5,61,49.6
17,3,73.19,70.1,1,1,3,1.55,109,73.22
15,2,86.91,75.46,0,1,1,2.01,95,44.25
7,2,44.09,41.1,1,1,0,4.48,12,25.74
0,1,26.16,27.01,3,0,1,2.63,53,25.62
21,1,70.31,58.39,1,3,0,4.47,10,37.98
7,6,66.93,77.39,3,3,3,4.95,19,68.38
19,4,66.35,81.47,2,2,2,7.1,76,68.1
4,1,44.91,39.6,1,0,1,5.43,47,15.55
3,5,55.88,30.88,0,1,0,1.69,22,14.87
18,5,10.58,37.19,2,1,2,3.78,67,36.4
22,6,27.5,37.45,2,0,2,6.26,73,30.27
20,1,88.43,67.59,0,3,3,3.06,149,59.89
18,4,8.76,34.54,3,1,0,7.05,103,19.76
5,6,32.14,7.84,0,2,2,4.67,65,9.76
21,5,25.4,0.67,1,2,1,2.05,76,7.37
16,1,16.72,33.93,2,1,0,2.95,22,27.17
4,6,88.19,66.6,2,1,0,6.94,64,29.12
3,2,16.33,10.4,0,3,1,7.45,91,0.0
20,3,49.04,58.04,1,3,2,6.68,12,37.01
6,3,80.56,72.83,3,2,0,3.42,139,60.0
18,5,5.35,23.2,1,2,3,6.11,82,16.31
3,0,14.77,30.21,2,0,3,2.83,120,37.11
6,3,35.77,37.76,1,0,3,3.81,48,21.56
6,5,18.28,21.49,0,0,3,5.68,127,4.86
6,3,21.44,31.2,2,3,1,7.31,61,12.0
16,1,58.2,60.23,1,3,1,4.14,140,55.09
21,0,20.36,17.33,1,0,0,4.48,83,9.44
21,3,62.5,68.56,3,1,3,2.82,99,65.9
17,4,87.4,89.09,3,1,3,3.92,38,80.91
4,3,25.65,9.96,1,3,0,1.88,150,0.0
23,6,24.11,50.09,2,1,3,6.65,37,37.03
13,4,6.03,12.48,2,0,0,1.64,14,9.61
13,3,6.32,17.88,0,2,3,5.6,72,9.47
16,0,40.7,25.86,0,0,0,3.14,127,18.2
18,3,49.01,78.23,2,2,2,4.36,139,61.09
22,1,21.45,36.42,3,3,3,3.19,130,35.46
13,5,34.07,41.3,3,0,3,3.9,87,34.94
14,1,17.63,17.26,1,3,0,4.78,139,0.0
17,6,66.31,56.5,2,2,0,5.35,79,40.37
6,2,40.36,36.62,1,0,0,7.14,77,13.07
7,3,71.09,72.6,3,0,3,3.49,35,76.58
15,1,54.53,57.22,2,0,0,5.01,121,40.65
1,1,38.96,45.63,3,3,1,6.91,54,23.13
7,6,61.37,55.36,1,2,1,3.24,37,48.15
17,1,5.65,18.48,3,1,1,6.69,62,19.57
23,3,67.13,56.65,2,2,1,7.25,95,51.76
12,6,38.39,45.08,3,1,1,6.58,48,31.45
9,4,51.22,33.41,0,1,0,4.92,60,18.12
10,0,52.11,54.18,3,2,1,5.83,56,53.16
16,2,55.26,66.13,0,0,3,4.39,94,53.16
13,2,68.21,65.2,3,3,0,5.08,110,47.87
0,1,14.96,15.63,0,3,3,7.35,105,8.27
12,1,49.01,57.98,3,3,1,3.01,29,63.34
9,3,12.48,26.84,2,0,1,6.26,58,26.93
16,2,26.07,34.36,1,1,1,4.54,101,27.52
21,2,22.03,46.06,3,1,3,2.56,40,61.44
23,2,58.88,65.06,1,2,3,5.36,19,54.99
14,2,59.55,58.36,0,1,3,6.25,55,33.0
8,1,79.78,72.66,0,1,0,4.91,105,43.77
10,3,51.97,69.59,3,0,3,6.52,103,60.96
4,6,72.02,45.42,1,2,2,3.7,28,33.05
22,3,85.02,83.83,3,2,0,6.98,105,58.17
20,4,17.02,14.54,0,2,1,5.39,37,0.0
20,6,69.89,54.94,0,1,3,6.32,114,45.51
7,4,34.51,57.84,3,3,2,3.14,89,64.27
7,1,30.03,37.21,0,2,2,4.18,27,21.12
20,2,91.67,71.05,2,0,1,6.96,59,53.74
13,3,23.58,26.67,1,1,0,1.81,125,19.18
16,3,87.31,100.0,2,2,3,3.92,71,97.97
11,1,79.13,71.24,0,0,3,6.18,107,57.2
10,0,84.08,72.74,1,1,1,5.96,115,63.76
15,2,57.74,44.89,3,3,0,6.61,14,36.57
19,6,57.62,78.85,2,1,2,5.94,141,61.02
8,5,41.23,51.07,2,2,3,7.18,57,43.33
19,5,41.08,39.72,3,2,0,4.49,121,44.1
5,1,81.56,64.5,1,1,2,5.25,75,30.45
9,2,39.9,67.78,3,3,3,6.59,91,55.72
21,4,48.8,57.79,2,0,1,5.71,60,34.83
22,3,94.68,68.46,1,1,0,2.11,130,49.28
22,2,36.89,30.87,1,2,0,3.7,26,22.14
7,2,79.03,66.91,1,0,0,4.82,136,51.92
20,0,29.95,55.4,3,3,3,6.03,39,48.01
22,6,7.26,16.37,1,0,1,4.76,134,0.0
23,6,58.41,51.95,2,2,0,6.17,13,30.03
0,0,48.14,45.07,0,2,3,6.53,11,23.72
17,2,75.8,69.04,1,3,3,3.09,23,75.88
23,3,5.37,21.82,3,0,0,5.2,87,22.43
18,5,11.35,32.72,2,0,2,4.84,47,39.64
5,6,82.37,67.96,3,2,1,2.86,94,60.88
18,2,48.27,45.01,1,3,0,4.44,125,32.2
2,5,50.57,42.35,3,3,0,4.79,13,29.59
11,6,25.26,35.2,3,0,2,6.4,84,30.46
15,5,88.33,100.0,3,1,3,4.27,114,75.45
10,2,87.3,94.37,1,1,3,1.99,69,78.04
16,5,51.5,67.73,2,3,2,4.42,140,60.32
5,2,24.6,33.01,3,2,3,6.53,103,22.89
14,0,93.45,75.58,3,1,0,4.93,14,66.6
15,5,85.32,72.95,3,0,0,3.41,86,51.7
15,5,51.93,36.19,0,2,0,7.03,64,13.32
6,2,61.38,44.05,2,1,0,2.43,28,40.31
7,3,44.57,67.45,3,0,3,3.46,144,72.89
6,2,23.55,34.53,2,0,0,4.12,41,8.06
11,0,66.33,36.11,0,2,1,5.93,21,32.41
14,6,65.22,60.66,2,2,3,6.51,41,58.56
8,0,54.26,64.66,0,1,3,1.85,126,57.1
9,3,78.3,63.99,0,3,0,6.25,94,42.91
6,0,45.67,26.81,0,2,0,5.82,125,12.41
5,4,82.48,71.53,3,2,0,6.87,75,40.12
15,6,24.53,16.5,1,0,0,6.9,26,0.0
19,4,91.56,80.27,1,1,1,6.17,64,65.44
6,4,23.46,17.92,1,3,1,2.64,38,10.44
20,5,19.41,39.09,3,1,3,3.38,88,44.07
13,6,59.31,66.83,3,2,1,7.12,47,46.89
4,6,13.38,10.29,2,3,1,5.09,146,7.81
8,1,20.11,43.0,3,2,1,4.73,63,34.07
0,3,70.61,50.49,0,2,2,6.99,54,23.26
0,5,32.73,40.12,3,0,1,6.75,148,9.95
8,2,77.01,62.21,1,1,0,5.86,83,33.93
10,4,19.0,38.56,1,0,1,6.79,34,26.76
19,0,39.68,48.34,0,0,2,2.18,77,37.67
3,6,39.77,39.34,3,2,1,6.05,45,22.76
20,4,48.24,44.69,0,0,2,7.29,111,27.6
5,5,41.94,35.94,3,1,1,1.79,90,30.49
3,5,39.81,36.96,2,1,3,2.84,112,39.91
16,1,34.56,60.72,3,1,3,6.26,142,51.33
18,3,6.36,11.19,0,2,2,4.62,112,12.62
14,6,60.49,59.34,2,1,3,2.02,58,52.01
2,1,47.61,34.72,3,3,0,3.11,38,36.03
2,5,38.6,34.79,1,1,2,3.44,84,20.58
9,2,24.03,35.41,1,3,1,3.43,73,36.91
10,4,85.23,87.24,0,3,3,6.77,54,66.91
23,3,26.41,21.67,1,1,0,5.47,124,0.0
6,4,87.88,67.62,2,3,0,5.91,138,46.08
4,5,24.55,2.39,1,1,0,1.58,63,0.0
22,2,92.43,86.45,2,3,2,4.07,106,73.54
3,1,42.79,44.58,0,3,3,3.41,148,34.2
0,2,52.94,51.6,2,1,3,6.61,11,44.48
10,4,31.89,42.15,2,1,1,7.22,61,30.89
9,5,89.53,67.42,0,3,0,4.04,114,35.37
14,5,30.43,38.69,1,2,3,7.34,80,26.86
21,2,70.72,65.9,0,2,2,1.59,121,52.86
22,6,6.84,26.36,2,2,0,3.45,76,13.06
6,0,55.28,61.29,2,0,2,6.15,19,45.97
23,0,71.74,77.6,2,0,3,3.66,71,53.94
15,0,47.38,44.44,0,3,3,7.03,67,32.32
1,6,62.9,46.53,0,1,3,2.81,129,31.45
22,1,74.13,79.52,3,3,3,6.27,30,64.63
3,4,50.02,38.45,1,1,2,2.71,31,35.09
14,5,24.63,29.63,1,3,2,2.68,29,25.52
18,5,40.71,43.68,1,2,0,4.17,90,31.66
5,6,70.77,64.4,3,0,2,7.17,150,44.23
6,0,29.4,31.2,0,1,3,5.01,97,24.89
11,2,61.88,72.44,3,3,3,5.31,125,57.81
21,3,18.35,33.49,3,0,3,1.56,130,40.8
5,4,88.73,61.51,0,0,0,1.84,94,46.62
15,4,59.27,39.78,0,0,0,1.9,95,32.16
10,3,47.14,42.86,0,2,3,6.42,44,43.13
2,2,78.04,68.42,1,3,3,2.92,145,57.28
17,0,76.75,83.84,2,3,2,3.47,121,70.28
19,3,13.76,32.89,2,3,3,5.16,132,40.35
13,1,32.64,40.86,1,3,2,5.0,148,27.43
4,3,46.27,34.75,1,3,0,3.96,59,18.54
3,5,35.65,52.49,3,2,2,1.53,30,37.95
10,3,33.56,46.52,3,3,1,4.2,131,52.97
12,4,36.7,38.04,0,2,3,5.93,76,11.35
13,0,17.78,27.56,3,0,1,2.91,145,32.28
5,4,15.75,11.79,1,0,0,5.75,107,0.0
12,3,28.43,39.44,3,0,1,1.59,46,53.91
7,0,11.31,39.06,3,1,1,6.95,60,30.22
16,1,50.92,62.62,2,1,3,7.2,96,52.65
19,5,18.78,31.83,2,2,0,1.51,65,32.96
15,6,11.08,21.31,1,2,3,4.25,49,24.78
0,3,80.34,36.95,0,1,0,3.98,39,19.23
23,6,57.88,44.07,0,2,0,6.55,101,7.79
0,1,85.85,50.58,1,3,1,4.74,14,42.56
23,2,93.51,89.21,3,0,2,5.17,23,73.52
0,6,58.42,48.05,1,1,3,2.72,15,34.21
12,1,76.64,68.12,1,3,2,1.96,113,49.35
2,4,19.36,16.27,2,3,0,5.65,14,22.82
2,1,67.85,50.12,1,1,1,5.22,69,34.44
16,2,54.46,65.75,1,2,3,6.49,27,60.55
17,3,65.88,71.67,2,2,2,6.57,92,60.31
2,2,14.43,35.7,3,2,0,5.29,14,23.96
23,6,89.22,82.84,3,3,2,4.73,13,66.27
7,6,42.57,48.09,3,0,2,6.98,67,44.16
7,3,74.82,63.0,2,2,1,6.31,108,54.05
7,3,94.16,95.4,2,0,2,6.79,25,67.5
11,0,83.6,53.05,0,3,1,7.48,79,31.95
4,1,33.05,7.33,0,2,0,3.92,124,0.0
10,0,41.18,52.17,3,2,3,5.8,98,52.59
5,5,63.38,52.83,2,3,1,5.63,115,29.77
1,1,53.42,43.78,0,3,1,2.54,54,17.0
8,2,41.93,33.58,1,3,0,5.32,142,31.37
16,5,63.8,72.89,3,3,1,4.07,30,76.46
18,4,86.86,59.08,0,2,2,4.2,95,49.12
8,4,32.85,40.44,1,1,3,2.58,71,52.25
7,0,16.55,48.13,3,1,3,5.97,14,49.85
18,3,65.82,79.2,3,1,3,5.69,143,73.75
16,3,58.06,72.76,1,2,3,4.69,109,55.1
19,2,86.5,76.65,3,3,2,2.44,42,81.82
21,5,71.84,66.58,2,1,3,4.84,17,61.11
19,6,40.74,46.5,1,2,1,2.1,105,34.8
22,1,62.0,70.72,3,1,2,3.54,86,57.57
9,2,82.61,91.1,3,2,2,3.73,17,81.58
9,2,36.27,41.57,1,3,1,6.8,149,8.17
7,5,6.24,7.49,0,1,2,3.99,111,10.0
5,0,61.37,53.73,3,1,2,5.09,75,49.43
17,6,7.33,30.49,0,0,1,6.75,43,11.26
17,5,89.37,87.53,3,1,3,4.05,48,91.37
19,3,20.14,16.59,1,1,0,6.8,73,7.65
4,4,38.68,38.61,2,0,1,2.32,18,40.43
11,6,90.17,69.5,2,3,1,3.69,61,52.72
5,5,12.19,23.32,0,3,3,2.07,40,16.2
21,1,5.39,31.02,0,1,2,4.87,25,12.49
6,0,14.33,30.63,2,3,3,7.24,27,31.17
3,4,93.74,83.66,2,1,3,5.44,58,63.34
13,1,92.46,57.8,0,1,1,5.26,63,38.27
21,0,39.61,58.74,3,0,2,3.17,59,47.76
21,6,71.86,34.07,0,2,0,7.09,107,9.93
2,3,71.23,48.91,3,1,0,4.33,83,23.92
7,4,13.98,19.9,0,1,1,3.1,37,21.64
3,1,26.16,18.67,0,1,1,7.43,147,0.0
7,0,85.01,73.82,2,3,2,4.04,112,67.92
12,0,19.91,28.54,2,2,2,3.73,76,24.1
6,2,51.88,35.72,2,0,0,1.71,16,37.19
1,0,26.97,13.2,0,0,1,2.57,138,0.0
12,2,55.19,43.13,1,0,1,6.36,114,9.81
1,2,22.69,8.89,1,0,0,4.4,75,0.0
5,3,24.42,27.14,1,2,2,7.23,32,8.32
0,4,9.21,27.6,3,0,3,2.0,25,34.05
2,2,94.12,80.69,1,0,3,5.2,50,62.34
10,3,15.18,42.02,3,0,3,5.82,42,39.36
20,0,42.41,52.55,1,2,3,5.23,39,42.54
18,2,42.58,49.41,0,3,3,4.68,67,41.95
2,6,32.33,9.84,0,2,0,4.97,16,0.15
0,6,76.46,53.04,0,3,1,5.64,55,27.06
8,3,35.39,40.52,1,2,2,6.68,132,32.02
15,6,61.29,56.82,1,3,3,3.52,132,41.47
17,3,53.87,67.26,2,1,1,4.26,11,61.5
19,0,82.76,86.41,1,3,2,5.32,105,74.76
8,6,78.75,79.62,2,2,3,3.39,149,68.27
4,2,24.62,23.83,0,0,2,2.57,91,12.67
0,4,72.51,50.26,3,0,0,7.3,65,34.13
3,4,76.33,44.92,0,3,0,2.67,79,40.38
1,2,87.73,53.9,0,1,1,2.9,40,38.28
20,5,91.69,69.0,1,1,0,5.21,66,40.96
6,3,71.33,74.5,2,3,2,1.96,142,64.4
19,2,45.49,43.65,0,3,0,1.7,96,35.08
13,2,31.37,37.52,0,0,3,1.88,70,36.69
12,5,82.82,85.59,3,2,3,2.24,27,75.6
10,1,87.4,93.81,3,3,3,4.08,137,95.2
19,0,13.78,48.33,3,1,2,6.48,32,35.66
1,6,54.89,18.69,0,2,0,3.55,111,7.89
2,2,16.63,21.3,2,1,3,4.07,52,29.69
10,4,27.64,37.78,2,2,0,5.1,49,35.12
9,5,39.49,55.13,1,0,2,3.31,34,44.73
13,5,33.0,31.34,0,2,3,4.1,62,27.55
17,4,69.44,70.17,3,1,0,3.82,105,58.51
14,4,12.11,18.69,3,2,1,3.55,68,18.87
6,5,60.24,41.58,0,1,1,3.83,13,27.57
7,6,57.33,59.23,2,3,0,1.57,47,52.85
18,0,75.85,87.67,3,3,0,6.82,32,73.5
4,5,13.7,19.81,2,1,3,7.36,66,11.28
12,1,34.93,31.56,0,0,3,6.67,137,19.14
12,6,67.74,57.26,2,1,0,1.53,145,43.86
18,0,69.05,64.41,3,2,1,6.01,150,62.4
17,1,45.47,57.38,1,3,1,4.94,25,52.26
11,1,46.56,24.91,0,2,0,2.07,78,11.94
7,4,91.85,78.33,1,2,0,7.1,16,57.21
8,0,34.36,54.83,3,0,2,6.16,79,47.32
9,0,18.51,36.72,2,3,1,2.37,91,43.05
5,3,90.76,71.13,0,1,3,7.28,119,51.13
15,6,77.86,68.08,2,1,1,2.26,57,41.96
5,3,26.34,36.96,3,1,2,4.23,15,41.19
15,3,82.15,68.99,0,0,1,2.45,74,44.92
18,4,27.71,49.52,2,1,0,2.4,70,36.01
23,3,79.47,57.5,0,1,2,7.31,98,32.77
2,2,61.57,31.46,0,0,2,4.93,24,13.74
18,4,48.43,44.04,1,0,2,3.06,96,47.55
2,0,88.53,58.05,3,0,0,6.16,66,33.83
8,1,77.84,70.65,2,3,2,6.75,114,69.1
4,4,16.69,2.73,0,1,2,7.01,148,0.0
3,2,68.5,42.41,0,3,1,7.1,42,21.76
4,0,76.06,70.75,2,3,2,6.93,116,36.34
1,0,53.7,40.05,1,1,0,5.33,28,9.81
19,6,29.85,27.13,1,3,0,3.55,148,21.77
1,2,26.1,12.04,1,0,0,7.05,77,0.0
9,0,92.67,100.0,3,0,1,2.23,115,89.17
16,5,44.31,63.07,2,3,3,2.51,119,46.71
23,3,51.69,53.43,3,2,0,4.1,95,37.88
20,3,58.83,47.21,0,2,1,3.2,64,37.74
3,6,14.06,7.1,1,3,1,5.19,116,0.0
23,2,12.32,44.89,2,0,3,6.93,77,27.71
15,4,22.83,38.11,3,0,2,4.45,102,25.74
4,5,10.88,8.88,2,3,0,4.82,96,6.08
10,4,85.86,74.28,3,0,1,4.04,75,65.27
22,1,18.32,31.74,3,1,2,5.75,26,38.81
9,4,25.39,29.43,2,0,0,2.1,51,38.6
4,5,53.36,36.82,1,1,0,1.79,142,26.15
21,0,85.66,69.25,1,0,2,5.35,83,50.25
22,1,9.41,29.12,2,1,3,4.71,99,26.15
23,4,24.44,26.35,1,3,2,3.94,46,23.56
22,0,69.56,42.38,0,1,0,3.5,109,36.68
20,6,51.73,39.25,0,3,3,1.81,78,37.68
10,0,58.51,60.91,3,3,0,5.58,40,59.58
4,6,6.53,12.42,1,2,3,4.03,30,14.5
14,4,83.01,77.41,3,2,1,4.17,65,62.84
5,3,57.09,31.27,0,1,1,6.86,89,7.93
11,1,80.09,83.7,3,2,3,5.93,49,80.91
15,2,91.74,82.79,3,3,1,2.82,44,74.76
22,5,70.89,54.75,1,3,2,5.44,48,40.41
6,5,7.79,22.19,2,0,2,2.29,51,17.96
6,1,69.04,77.38,3,2,0,2.66,114,61.1
17,3,55.71,68.07,2,0,3,5.78,80,58.09
0,6,14.32,9.08,3,1,1,2.26,76,17.8
13,1,29.34,35.4,0,0,1,3.18,32,34.09
17,4,20.2,34.34,0,2,1,6.89,86,21.37
13,1,88.24,85.56,0,3,3,5.93,145,69.88
9,5,76.58,70.84,1,3,2,7.08,115,48.12
19,1,68.08,73.53,3,2,2,6.79,73,71.88
8,2,73.7,74.81,3,2,2,3.38,53,83.14
17,3,59.11,71.55,2,2,1,5.29,59,66.31
11,2,81.97,83.26,1,0,2,3.77,13,68.38
0,1,25.57,30.97,3,2,3,5.68,14,34.64
12,4,27.55,12.19,2,2,0,3.59,119,19.92
1,0,58.26,43.82,2,0,0,1.51,128,24.18
22,6,77.91,47.77,0,2,0,2.06,146,39.44
14,0,80.22,64.81,0,1,3,6.13,98,40.52
8,2,92.86,88.19,2,2,2,2.0,141,88.5
11,6,73.61,67.87,2,3,1,5.1,68,56.27
14,1,25.95,18.21,1,1,0,6.65,45,11.09
6,0,25.76,37.5,2,3,2,5.95,44,45.38
6,5,45.1,47.59,2,1,2,3.98,43,46.35
10,0,63.51,42.59,0,2,2,2.75,115,35.11
6,6,51.17,61.66,3,0,2,7.04,11,48.94
18,3,11.07,21.82,2,0,0,4.9,143,5.52
2,6,48.37,23.98,0,1,2,3.93,119,11.53
19,1,78.54,66.47,0,3,2,7.15,63,49.14
8,0,26.63,44.59,3,1,1,2.79,108,49.34
13,6,62.15,52.07,1,1,1,4.15,29,30.37
3,5,29.27,23.59,0,3,2,2.15,70,10.9
9,6,55.01,49.66,0,1,1,2.25,25,40.94
18,2,68.09,59.82,0,3,3,3.89,25,66.65
6,2,23.65,6.35,2,0,0,5.7,10,6.33
3,4,71.56,49.37,1,0,0,3.53,122,39.82
